MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,HousePrice
3.2192,15.1,5.72,1.57,920,3.13,36.5512,-114.1676,2.8891
7.9662,8.2,7.21,2.18,327,2.72,38.2588,-122.958,5.0
5.2693,33.0,4.93,1.3,1675,2.29,37.7988,-123.7972,4.1509
3.0894,39.7,4.73,1.28,238,3.28,38.6877,-117.2176,2.8624
3.4943,6.5,4.71,1.28,2650,4.07,33.9637,-115.8113,2.3484
4.66,36.0,5.02,1.49,379,2.85,38.6421,-115.6672,3.4451
1.8843,30.0,3.99,1.36,363,1.57,34.2352,-117.3797,2.2302
3.9884,9.9,5.79,1.77,432,3.4,39.63,-114.569,3.2047
5.1202,13.1,6.06,2.1,4071,3.59,35.7213,-119.0878,3.537
4.7852,31.7,6.12,1.39,1618,2.05,39.244,-114.9791,3.8302
2.3912,18.9,5.89,1.77,2140,3.11,32.9547,-114.4283,2.4004
2.6311,49.1,4.3,1.28,808,3.27,36.3747,-115.659,3.1119
1.1774,43.5,3.93,1.2,692,2.96,39.1978,-121.1405,2.4181
5.4007,51.2,5.83,1.57,521,2.53,34.6553,-122.2986,4.4309
9.7279,17.2,8.16,2.0,986,3.61,40.0552,-118.7092,5.0
2.2153,50.6,3.86,1.52,1163,2.76,38.4924,-119.6792,2.5456
6.3786,25.3,6.44,1.92,1399,2.11,38.0818,-115.3469,3.918
9.276,21.3,8.85,2.27,557,1.77,35.8587,-123.2797,5.0
2.872,7.4,6.6,2.02,3763,3.76,37.0833,-121.6711,2.6041
3.4968,7.5,4.53,1.18,423,3.37,38.1748,-116.6317,1.9844
4.2234,37.5,5.2,1.34,4245,3.05,36.9884,-123.3311,3.7102
4.7068,26.5,5.77,1.33,218,2.74,39.134,-121.0282,3.6617
4.3424,15.6,5.92,1.58,987,2.68,36.6201,-120.351,3.6963
2.9922,33.9,5.01,1.53,687,2.35,34.4216,-117.9495,2.6026
5.0791,16.9,7.07,1.93,915,2.74,34.5324,-122.687,3.6581
3.029,32.1,2.88,1.1,1215,1.73,32.5551,-115.5218,2.9757
4.4973,21.9,3.79,1.05,886,2.56,35.3591,-119.7351,3.7612
3.643,43.7,4.79,1.58,843,2.81,39.6147,-114.9464,2.9931
1.3313,43.6,4.68,1.47,1783,3.37,40.0445,-119.5277,2.4234
6.8645,27.4,5.87,1.78,1590,2.98,34.4234,-121.4946,4.5903
2.6689,21.5,2.2,0.8,2350,3.48,41.6109,-122.8533,2.6714
7.2196,22.0,7.79,2.1,545,3.81,37.2728,-124.2618,4.7289
6.2476,42.9,6.94,1.71,1328,3.63,41.2113,-118.872,5.0
4.1577,20.4,4.62,1.36,1256,3.28,39.2143,-123.207,2.6468
4.8337,14.8,5.11,1.6,754,3.01,39.3631,-120.3044,3.325
5.1382,9.0,5.31,1.58,999,2.41,33.3079,-118.2894,3.5237
3.3287,26.9,5.09,1.39,652,3.44,34.5899,-121.488,3.1151
3.4126,27.7,4.55,1.41,384,4.01,32.5837,-122.5127,3.404
5.0097,44.5,6.4,1.55,489,3.21,39.3032,-116.3978,4.3959
3.6635,15.4,2.91,1.26,334,4.15,35.7722,-114.6427,2.4521
2.9974,22.9,4.11,1.29,1579,2.08,39.9732,-123.2755,3.3347
2.4118,43.0,3.55,1.38,1497,2.31,35.7199,-122.713,2.5264
4.5658,43.7,5.53,1.53,3810,3.51,40.2837,-114.5079,3.9196
2.6223,23.1,4.14,1.25,1770,3.16,33.7416,-123.9146,3.2107
5.7049,26.6,7.06,1.8,264,3.79,34.147,-114.3282,4.281
5.9547,19.3,5.09,1.65,2788,2.99,35.7383,-124.2526,4.0482
4.8144,48.8,5.93,1.58,2582,2.48,36.3806,-115.3886,3.7019
5.3416,10.6,6.65,1.93,903,2.87,35.8127,-121.1653,3.1512
4.8218,48.9,7.38,1.92,1258,2.08,39.7546,-114.7264,4.12
5.5387,37.1,5.94,1.39,4680,2.32,33.421,-121.0672,3.6424
5.4174,30.0,6.51,1.72,1112,3.58,35.8366,-117.6261,3.5924
4.4393,6.5,4.22,1.17,3029,3.52,40.4538,-123.4837,2.7671
6.2885,27.4,4.86,1.48,304,3.22,33.1346,-121.8282,4.018
3.391,24.2,5.71,1.46,454,1.97,41.4523,-116.4085,3.0241
2.451,12.6,4.47,1.53,897,2.78,41.87,-118.9074,2.4998
2.3848,35.9,5.37,1.56,1255,2.27,33.3414,-114.8347,2.3072
3.1337,50.6,3.78,1.23,2233,3.71,35.2671,-119.9267,3.4313
1.2388,31.4,4.16,1.43,5534,2.65,36.0378,-115.4279,1.7769
4.1364,38.6,6.98,2.04,791,2.35,39.8757,-119.7207,3.406
5.1735,8.2,6.44,1.78,258,3.02,38.1613,-114.3117,3.498
5.9113,24.6,6.77,1.74,2138,2.62,38.6215,-114.5097,4.6843
1.4705,10.5,3.89,1.01,1313,3.89,39.6963,-120.9428,2.0228
2.426,33.8,3.2,1.04,466,2.56,33.6208,-115.2636,2.2517
5.6162,49.1,7.45,1.9,1019,2.16,40.4155,-115.6544,3.8634
3.335,36.1,4.51,1.42,1827,1.71,39.2034,-122.1511,3.1292
5.1136,8.6,6.47,1.74,1966,2.98,37.9847,-117.9322,3.5588
1.8341,21.7,2.85,1.17,1031,2.66,40.9525,-123.5586,2.1577
7.1755,30.9,6.36,1.68,637,2.14,39.1529,-115.7656,4.1065
1.7594,24.0,5.2,1.53,4568,3.71,34.4161,-122.5196,1.8942
4.074,44.2,5.17,1.71,1506,3.4,36.5826,-123.5777,4.1135
4.1287,43.3,6.64,1.88,830,2.98,37.1934,-120.2178,4.167
2.83,33.8,4.64,1.42,595,3.82,33.0246,-118.4154,2.3629
4.7272,22.6,4.36,1.28,1776,3.4,41.5691,-115.5798,3.6014
4.7962,17.0,6.59,1.72,533,2.51,33.7215,-114.3627,2.9225
4.5322,10.0,5.25,1.42,426,2.38,39.1259,-119.8172,3.7968
2.8027,21.7,5.24,1.47,1106,3.49,37.3092,-123.6834,2.859
2.5226,24.4,4.53,1.52,611,3.24,32.7435,-116.659,2.6877
2.9631,36.8,3.54,1.18,1390,3.1,41.2851,-118.5352,2.2803
2.3438,35.9,4.54,1.21,351,2.49,40.5924,-119.7315,2.9904
6.4378,8.3,8.62,2.49,1477,3.36,37.4805,-121.1455,4.2406
3.0995,23.6,5.25,1.6,600,2.55,34.675,-119.1755,3.0789
4.0138,13.5,5.36,1.36,200,2.94,33.6554,-120.8455,3.377
5.6045,12.4,7.22,1.88,363,3.87,35.9522,-116.5785,3.7308
2.2838,43.9,4.54,1.42,3455,2.6,34.9266,-118.7523,2.4169
1.7208,7.0,4.2,1.6,2624,2.06,37.3136,-115.3562,2.0586
2.3481,24.7,3.54,1.04,519,2.37,41.6809,-118.7559,2.4876
4.2426,12.9,5.73,1.79,2008,3.6,37.9621,-121.8697,2.9003
4.0945,46.3,6.29,1.97,1326,3.15,40.9543,-115.6189,3.2621
4.5278,31.2,5.05,1.42,4445,2.92,38.6833,-118.6164,2.9418
3.502,15.9,6.24,1.71,761,2.69,37.0148,-122.1902,2.8573
0.9053,28.6,3.47,1.04,1573,3.29,40.6188,-117.9402,2.2385
3.444,39.4,4.36,1.34,279,2.49,36.978,-120.6513,3.2648
5.9891,50.0,7.39,1.97,806,3.18,40.752,-115.6871,4.3454
6.7849,15.4,6.84,1.97,4183,2.56,35.27,-119.6763,4.5503
3.8769,46.7,5.93,1.85,1129,2.46,33.7237,-116.8903,3.109
4.1024,48.9,5.23,1.43,607,2.62,40.6255,-123.3255,3.8621
5.0647,48.1,5.99,1.4,354,2.77,38.0804,-120.2606,4.0759
6.6863,34.9,7.41,1.98,1659,2.97,40.9464,-114.2709,4.8226
3.701,34.6,5.45,1.63,1442,3.14,41.4094,-116.0537,2.6613
5.0286,24.0,4.42,1.42,762,1.2,33.0095,-122.6686,3.3633
2.7379,40.4,3.75,1.2,3818,2.52,37.2592,-121.4668,2.2638
1.8544,30.0,4.86,1.49,227,2.77,36.0622,-120.9359,2.3157
2.8915,36.8,4.63,1.65,634,3.9,38.4457,-117.6663,3.2388
7.4735,25.1,7.07,1.97,3247,2.35,40.0391,-116.5787,4.5748
5.0807,39.4,4.96,1.44,664,3.1,35.1656,-116.6548,3.5667
1.9469,43.8,3.3,1.09,549,3.9,37.7896,-119.0993,2.781
5.2019,11.9,4.5,1.38,1117,2.21,39.2329,-116.0296,3.8133
2.0256,44.1,4.13,1.57,2283,3.24,33.7771,-119.8418,2.4598
4.4957,30.4,5.22,1.52,331,2.52,40.2336,-123.0364,3.9439
2.2378,44.7,3.57,1.21,3638,2.7,38.258,-118.5427,2.2293
1.8893,25.3,4.08,1.24,2102,2.52,41.5206,-114.5865,2.6743
8.119,22.8,8.16,2.3,440,2.56,35.7255,-116.2115,5.0
3.0983,48.0,6.53,2.1,1694,4.63,33.5274,-118.3973,3.2547
5.0335,16.8,4.81,1.53,783,3.51,37.3118,-117.7026,2.6964
3.7809,44.7,6.2,1.75,818,3.66,33.3152,-114.8083,3.0486
2.1105,27.7,5.04,1.51,2035,3.3,41.7105,-119.9309,2.7346
3.2726,29.2,4.34,1.01,4149,2.04,32.8675,-120.9198,2.7116
2.1202,19.5,4.43,1.5,363,3.24,39.6583,-114.3321,2.6245
11.1382,31.9,9.32,2.38,855,3.64,37.4885,-115.4929,5.0
5.4969,20.3,6.45,1.85,987,2.49,36.0019,-121.005,3.6497
3.7442,6.8,6.45,1.68,767,3.58,33.1255,-119.5694,2.8398
4.8963,17.8,6.42,1.73,742,3.42,38.4106,-120.0662,3.2863
5.3165,5.3,6.6,1.76,264,4.11,38.0596,-122.7792,3.5932
5.3237,51.0,5.85,1.82,1588,2.75,35.1684,-114.5302,3.811
5.2079,50.4,4.94,1.43,888,2.34,41.1471,-120.176,4.6246
5.0055,23.6,5.84,1.98,460,2.78,35.389,-115.3716,4.2428
3.9038,39.2,6.31,1.83,2232,3.86,36.7724,-122.3686,2.9779
7.7964,21.3,6.46,1.6,2147,1.9,37.6657,-118.7117,4.1823
4.0338,36.5,4.58,1.4,1000,1.76,33.4522,-124.0556,3.3832
3.8008,42.9,5.38,1.48,625,3.05,41.3555,-116.505,2.8819
